user_id,signup_date,country,device_type,acq_channel,age,member_level,kyc_passed,device_risk_score,ip_risk_score,num_cards_linked,chargeback_history,failed_login_7d,tx_count_7d,tx_amount_7d,burstiness,hours_to_first_tx,activated,days_to_activation,is_fraud,risk_bucket
3662,2025-06-20,DE,Web,Organic,39,1,1,67.6,64.2,1,1,1,6,23.48,78.0,9.29,1,7.49,0,Medium
3663,2025-12-20,US,Android,Ads,44,0,1,30.4,42.9,1,0,2,3,174.23,18.0,9.32,1,3.58,0,Low
3664,2025-12-18,BR,Android,Organic,31,0,0,51.2,57.8,1,0,0,5,68.2,14.6,10.44,0,5.33,0,Low
3665,2025-07-07,US,iOS,Organic,34,0,1,21.9,45.1,1,0,0,2,36.86,73.4,7.2,1,4.78,0,Low
3666,2025-06-14,DE,iOS,Ads,39,1,1,62.1,20.0,2,0,0,4,128.47,52.4,11.41,1,13.51,0,Low
3667,2025-08-03,MX,Android,Organic,30,0,0,62.0,49.1,0,0,2,5,77.82,48.8,15.16,0,13.32,0,Medium
3668,2025-03-08,MX,Android,Ads,33,3,1,49.7,54.3,1,0,1,3,94.84,43.7,22.01,1,5.35,0,Low
3669,2025-06-05,IN,iOS,Ads,29,1,1,46.8,7.0,0,0,2,3,76.27,59.7,18.77,0,24.38,0,Low
3670,2025-03-21,BR,Android,Ads,26,0,1,46.4,30.1,0,0,0,4,27.59,30.7,4.71,1,3.32,0,Low
3671,2025-02-22,US,Android,Ads,36,0,1,43.5,25.7,1,1,0,4,29.91,46.4,5.25,0,7.53,0,Low
3672,2025-02-04,MX,Android,Affiliate,36,0,1,45.3,16.9,3,0,1,6,109.38,21.7,1.75,1,3.3,0,Low
3673,2025-08-03,IN,iOS,Organic,39,0,1,62.3,44.9,2,0,1,3,42.62,10.7,5.95,1,1.08,0,Low
3674,2025-01-01,GB,iOS,Referral,31,1,1,14.5,47.5,3,0,1,3,59.98,57.5,6.16,1,5.46,0,Low
3675,2025-08-24,CN,iOS,Organic,20,0,1,79.6,68.3,0,0,2,4,127.51,37.2,29.96,1,4.05,0,Medium
3676,2025-06-07,US,Web,Organic,41,2,1,50.0,58.1,2,0,0,11,207.72,20.4,15.65,1,4.29,0,Low
3677,2025-05-14,GB,Android,Referral,24,0,1,87.2,35.9,1,0,1,4,67.63,53.9,8.44,1,7.98,0,Medium
3678,2025-10-08,AU,iOS,Organic,24,0,1,51.1,35.9,1,0,0,7,34.39,7.3,23.7,1,9.61,0,Low
3679,2025-07-16,CN,iOS,Affiliate,26,0,1,46.8,77.5,1,0,2,2,18.41,19.1,6.06,1,10.78,0,Medium
3680,2025-09-25,CN,Android,Ads,18,0,1,57.9,52.1,2,0,3,7,38.3,22.8,21.54,1,3.07,0,Low
3681,2025-09-16,GB,iOS,Affiliate,29,2,1,24.1,65.0,2,0,0,3,468.18,39.1,14.28,1,13.39,0,Low
3682,2025-01-12,US,Android,Organic,37,0,1,27.4,13.8,0,0,2,5,123.59,13.6,4.73,0,7.46,0,Low
3683,2025-03-20,IN,Android,Ads,27,1,1,43.0,10.3,3,0,1,1,102.92,23.1,4.79,1,18.02,0,Low
3684,2025-07-28,CN,Android,Organic,43,0,1,48.0,33.7,2,0,1,7,25.53,38.8,7.09,1,5.18,0,Low
3685,2025-12-23,US,iOS,Organic,42,2,0,65.2,61.5,1,0,3,2,283.68,47.9,6.83,1,17.52,0,Medium
3686,2025-02-26,US,Web,Ads,39,0,0,48.0,73.8,1,0,0,3,32.34,68.9,20.36,1,4.43,0,Medium
3687,2025-02-08,BR,Android,Ads,18,2,1,72.7,26.7,0,0,1,4,70.29,92.7,6.49,1,1.2,0,Medium
3688,2025-12-10,BR,Android,Ads,44,1,1,0.0,52.6,0,2,1,7,143.33,45.7,20.04,1,15.04,0,Low
3689,2025-12-19,US,Web,Ads,29,0,1,79.1,50.3,1,0,4,5,95.23,36.2,4.8,1,8.47,0,Medium
3690,2025-03-03,US,Android,Affiliate,46,0,0,39.2,18.7,4,0,1,2,57.53,58.5,10.3,1,2.28,0,Low
3691,2025-05-27,HK,iOS,Organic,26,0,1,58.9,25.0,0,0,0,3,41.73,20.5,6.79,1,1.45,0,Low
3692,2025-08-17,US,Android,Organic,30,0,1,68.2,39.8,1,0,0,3,78.09,20.6,24.25,1,4.9,0,Low
3693,2025-03-13,DE,Android,Ads,32,0,1,22.9,16.5,0,0,0,1,35.29,39.1,27.62,1,3.69,0,Low
3694,2025-04-30,US,Android,Ads,23,0,1,72.6,92.7,1,1,2,3,70.68,50.4,5.81,1,2.96,0,High
3695,2025-05-25,GB,Android,Organic,18,0,1,60.2,20.8,3,1,1,4,99.85,41.9,5.04,1,6.81,0,Low
3696,2025-08-23,CN,Android,Organic,18,1,0,78.5,32.9,0,0,0,2,101.25,48.4,4.06,0,10.11,0,Medium
3697,2025-04-23,HK,iOS,Organic,58,3,1,48.0,49.3,1,0,0,3,40.65,41.0,5.11,1,12.15,0,Low
3698,2025-05-31,HK,iOS,Ads,18,0,0,46.5,46.8,0,0,0,4,87.71,59.0,9.96,0,5.43,0,Medium
3699,2025-04-16,US,Android,Organic,18,1,0,33.2,54.3,3,0,5,6,52.85,22.3,2.15,0,9.12,0,Low
3700,2025-10-05,US,Android,Ads,36,0,1,33.9,21.7,2,0,1,4,87.34,15.0,3.45,1,6.4,0,Low
3701,2025-02-25,US,iOS,Ads,18,0,1,45.4,14.9,3,0,1,4,84.52,51.0,6.73,1,4.14,0,Low
3702,2025-03-26,US,Android,Referral,18,0,1,57.1,44.0,0,0,2,4,62.36,20.4,4.08,1,21.21,0,Low
3703,2025-04-02,MX,Android,Organic,18,2,0,60.1,23.9,0,0,2,2,90.91,44.2,6.21,1,18.28,0,Low
3704,2025-11-27,US,Android,Affiliate,34,0,1,28.4,27.4,3,0,1,3,55.37,30.2,12.99,1,17.76,0,Low
3705,2025-12-11,CN,iOS,Ads,21,0,1,44.8,26.0,2,0,1,6,47.85,40.1,12.36,1,7.76,0,Low
3706,2025-07-02,US,iOS,Organic,37,1,1,50.6,25.9,1,0,1,3,451.79,31.1,35.75,1,8.99,0,Low
3707,2025-02-27,DE,Android,Organic,30,0,1,7.8,13.0,1,1,0,9,61.99,16.7,5.38,0,5.87,0,Low
3708,2025-10-03,IN,Android,Organic,32,0,1,62.0,20.6,1,0,0,3,120.8,57.8,66.44,0,7.62,0,Low
3709,2025-06-29,FR,iOS,Organic,27,0,1,41.9,34.7,1,0,1,1,46.18,53.3,3.46,1,8.48,0,Low
3710,2025-11-07,GB,Android,Organic,29,0,1,46.8,64.7,0,0,1,1,15.33,90.4,6.38,1,6.31,0,Medium
3711,2025-05-12,FR,Android,Organic,23,0,0,72.7,82.6,0,0,2,4,34.77,19.9,31.92,0,2.06,0,Medium
3712,2025-12-31,CN,Android,Affiliate,24,0,1,28.6,60.5,1,0,2,4,25.05,13.0,46.71,0,5.65,0,Low
3713,2025-10-22,BR,Android,Organic,21,2,1,30.8,46.8,0,0,2,5,52.91,32.4,6.9,1,6.47,0,Low
3714,2025-03-23,FR,Android,Organic,45,1,1,5.3,62.4,1,1,0,4,309.14,66.6,5.5,1,15.39,0,Low
3715,2025-09-22,US,Android,Ads,27,0,1,45.1,38.9,0,1,3,7,167.52,24.8,6.88,1,1.62,0,Low
3716,2025-04-15,SG,Android,Affiliate,18,0,1,66.0,47.1,2,1,0,5,42.04,22.5,7.91,1,12.09,0,Low
3717,2025-05-08,US,iOS,Referral,33,3,1,8.3,56.4,2,0,3,2,193.95,76.6,10.35,1,3.56,0,Low
3718,2025-04-02,US,Android,Affiliate,24,1,1,27.6,52.8,1,0,3,3,131.15,61.1,5.41,1,2.46,0,Low
3719,2025-09-07,BR,Android,Affiliate,31,1,1,49.2,61.1,3,0,1,1,33.75,51.1,2.28,1,0.52,0,Medium
3720,2025-04-06,US,Android,Organic,29,0,0,37.9,55.6,3,0,2,5,59.75,79.0,14.87,1,10.34,0,Medium
3721,2025-08-22,DE,Web,Organic,44,0,1,38.1,27.3,1,0,2,4,107.0,49.8,11.49,1,1.51,0,Low
3722,2025-08-01,MX,Android,Organic,28,0,1,49.0,54.9,3,0,3,7,51.85,3.7,11.88,1,7.28,0,Low
3723,2025-10-02,SG,iOS,Referral,38,0,0,79.3,27.0,1,0,0,3,62.52,25.9,6.78,1,4.06,0,Low
3724,2025-12-29,CN,Web,Organic,37,0,0,47.0,56.6,1,0,1,3,91.25,33.2,10.91,1,10.4,0,Medium
3725,2025-01-04,GB,iOS,Ads,19,3,0,50.5,33.8,0,1,2,2,108.4,56.2,35.64,1,23.7,0,Low
3726,2025-12-28,FR,iOS,Organic,33,0,1,54.9,16.2,0,1,2,7,61.38,81.7,23.33,1,1.53,0,Low
3727,2025-02-09,US,Android,Affiliate,24,0,0,11.1,14.0,3,0,0,5,48.51,12.5,14.79,1,8.98,0,Low
3728,2025-07-12,US,Web,Organic,20,2,0,52.1,85.2,0,0,2,4,42.6,61.8,3.09,0,9.15,0,Medium
3729,2025-05-05,GB,Android,Affiliate,20,2,1,18.5,21.0,1,0,1,5,408.76,17.5,6.06,1,7.79,0,Low
3730,2025-08-22,IN,Android,Referral,38,0,1,46.7,60.9,1,0,0,3,14.8,23.4,2.94,1,17.04,0,Low
3731,2025-09-21,CN,Android,Organic,55,0,1,65.9,55.5,0,0,0,3,159.37,7.0,5.32,1,12.24,0,Low
3732,2025-11-10,CN,Android,Ads,24,0,1,38.7,60.4,1,0,1,3,60.03,48.0,6.6,1,4.48,0,Low
3733,2025-05-27,MX,Web,Organic,33,0,1,65.5,21.8,0,0,3,7,73.38,24.7,11.27,1,1.44,0,Low
3734,2025-12-07,US,iOS,Organic,34,2,1,15.1,33.6,0,0,1,6,90.08,22.8,2.65,1,18.21,0,Low
3735,2025-04-28,US,Web,Organic,26,0,1,51.2,22.5,2,0,1,3,121.51,13.3,11.0,1,2.76,0,Low
3736,2025-03-16,GB,Android,Ads,44,0,1,51.5,61.7,2,1,0,6,45.64,60.0,7.86,1,9.59,0,Medium
3737,2025-05-19,US,iOS,Organic,51,0,1,0.0,71.6,1,0,0,4,109.28,57.3,8.62,1,5.68,0,Low
3738,2025-07-12,US,iOS,Ads,26,1,0,55.4,41.0,0,0,1,2,259.71,41.0,3.24,1,10.76,0,Low
3739,2025-09-01,CA,iOS,Ads,47,2,0,0.0,84.8,0,0,2,3,28.72,28.2,5.78,1,2.61,0,Low
3740,2025-10-31,CA,Web,Organic,26,1,1,49.2,47.2,2,1,1,9,249.45,17.1,10.38,1,8.94,0,Low
3741,2025-03-24,SG,Android,Organic,22,0,1,54.2,37.8,1,0,1,2,31.39,43.0,12.13,1,2.49,0,Low
3742,2025-04-21,CN,Android,Organic,30,1,0,38.4,43.9,1,0,1,5,11.58,65.2,6.75,1,5.46,0,Low
3743,2025-12-09,GB,iOS,Organic,39,0,1,49.1,51.6,2,0,2,7,23.91,45.1,9.52,1,8.4,0,Low
3744,2025-06-10,CA,Android,Referral,30,0,1,86.9,12.4,0,0,0,5,135.49,17.7,12.57,1,4.7,0,Low
3745,2025-03-30,FR,Android,Organic,38,0,1,36.2,47.2,0,1,1,5,77.82,67.1,20.92,1,8.77,0,Low
3746,2025-12-26,FR,Web,Ads,33,0,0,25.0,38.7,1,0,2,2,173.56,68.4,15.23,1,9.39,0,Low
3747,2025-06-13,CA,Android,Referral,43,0,1,82.8,36.7,0,1,0,2,126.17,55.1,25.62,1,4.93,0,Low
3748,2025-12-26,IN,Android,Organic,36,1,1,49.5,39.3,0,0,1,6,69.29,5.8,17.7,1,6.91,0,Low
3749,2025-12-02,BR,Android,Ads,45,0,1,66.9,61.5,2,0,1,2,160.23,24.9,3.8,1,4.28,0,Medium
3750,2025-11-27,US,Android,Affiliate,23,0,1,16.4,42.0,1,0,1,1,63.02,16.2,11.8,0,11.37,0,Low
3751,2025-08-01,IN,Web,Ads,29,0,1,1.3,19.2,0,0,0,7,71.65,31.0,9.88,1,6.18,0,Low
3752,2025-10-19,IN,Android,Organic,31,0,1,30.0,43.4,4,0,1,3,34.47,63.6,2.33,1,7.01,0,Low
3753,2025-12-17,CN,Web,Ads,23,0,1,42.4,37.0,1,0,1,1,47.34,44.4,11.49,1,2.49,0,Low
3754,2025-04-09,US,iOS,Referral,22,0,1,36.2,42.0,1,0,1,3,44.58,60.6,1.34,1,8.59,0,Low
3755,2025-01-14,GB,Android,Ads,34,2,1,36.1,40.3,3,0,0,4,26.26,53.4,5.32,1,3.65,0,Low
3756,2025-04-28,HK,Web,Ads,37,0,0,11.8,48.9,0,0,0,4,19.86,44.6,49.59,1,4.3,0,Low
3757,2025-08-21,DE,Web,Ads,32,3,1,49.5,14.0,0,0,1,5,48.9,10.4,10.46,1,2.49,0,Low
3758,2025-07-19,SG,Android,Ads,41,3,0,40.8,14.7,1,1,0,5,144.89,21.6,7.98,1,3.8,0,Low
3759,2025-01-30,US,Android,Organic,21,0,0,5.9,40.0,2,0,4,4,70.34,14.1,3.75,0,11.8,0,Low
3760,2025-07-24,US,Android,Referral,27,2,1,39.9,36.6,1,0,2,3,24.15,22.9,10.55,1,15.65,0,Low
3761,2025-03-05,IN,iOS,Organic,20,1,1,43.0,22.7,1,0,0,6,68.09,73.5,4.01,1,2.11,0,Low
3762,2025-07-04,US,Web,Affiliate,32,0,1,64.5,1.0,0,0,3,1,20.68,31.7,31.37,1,5.07,0,Low
3763,2025-07-30,DE,iOS,Organic,35,1,1,35.8,46.8,1,0,1,4,90.39,41.5,2.88,1,7.03,0,Low
3764,2025-08-21,CN,iOS,Ads,43,0,1,62.9,32.8,1,0,0,3,56.96,21.3,5.04,1,5.75,0,Low
3765,2025-05-31,HK,Android,Affiliate,20,0,0,60.9,48.5,0,0,1,11,81.79,17.3,4.39,1,12.96,0,Medium
3766,2025-05-30,GB,Android,Affiliate,34,0,1,30.6,47.2,1,0,1,4,147.26,18.0,6.27,1,7.92,0,Low
3767,2025-09-05,US,Android,Organic,44,1,1,57.5,56.1,0,0,1,5,103.18,2.9,4.68,1,2.96,0,Low
3768,2025-10-01,CA,iOS,Ads,22,2,0,66.0,20.5,0,1,1,0,71.44,86.2,6.73,1,4.65,1,Medium
3769,2025-10-22,AU,Web,Organic,20,0,1,65.0,42.3,2,1,2,1,91.46,33.7,21.99,0,2.9,0,Low
3770,2025-05-02,US,Android,Organic,18,0,0,51.7,83.6,1,0,2,5,34.66,61.1,13.24,0,8.75,0,Medium
3771,2025-06-04,CN,Web,Organic,37,0,0,43.4,46.8,0,0,3,1,196.49,63.6,2.84,1,9.41,0,Medium
3772,2025-05-01,DE,Android,Referral,24,2,1,20.7,71.7,0,1,3,3,54.84,6.2,2.55,1,1.67,0,Low
3773,2025-07-12,AU,Android,Referral,35,0,1,66.6,55.9,0,0,1,4,56.07,55.5,4.26,1,9.44,1,Medium
3774,2025-02-16,GB,iOS,Ads,29,0,1,18.9,24.1,0,0,2,2,220.34,63.6,12.5,0,5.78,0,Low
3775,2025-06-06,DE,Android,Ads,47,1,1,42.2,90.0,1,0,3,6,53.57,46.7,12.65,1,2.53,0,Medium
3776,2025-03-10,US,iOS,Organic,38,1,1,64.7,69.7,2,0,3,3,69.76,14.1,16.56,0,9.82,0,Low
3777,2025-07-14,US,iOS,Organic,24,0,1,27.2,16.2,0,0,4,4,117.34,26.8,18.65,1,11.32,0,Low
3778,2025-11-07,CA,Android,Ads,28,0,1,45.0,38.8,1,0,2,6,113.91,63.8,12.53,1,5.14,0,Low
3779,2025-12-26,AU,Android,Affiliate,38,1,1,16.7,77.6,0,0,1,1,125.27,42.5,16.47,1,6.74,0,Low
3780,2025-06-12,FR,Android,Ads,21,0,1,38.6,54.8,2,0,1,4,40.41,24.9,5.37,1,4.87,0,Low
3781,2025-01-21,US,Android,Organic,42,0,0,27.1,5.1,0,1,2,4,37.57,22.5,20.19,0,11.98,0,Low
3782,2025-03-25,SG,Android,Organic,29,0,1,30.9,28.0,1,0,1,2,74.35,63.6,8.04,0,3.07,0,Low
3783,2025-02-08,CA,Android,Organic,38,1,1,55.4,26.2,1,0,1,6,72.73,42.5,8.19,1,13.7,0,Low
3784,2025-10-05,US,Android,Affiliate,29,0,1,57.0,71.6,1,0,2,4,93.73,39.4,3.18,1,5.28,0,Medium
3785,2025-12-26,SG,Android,Organic,26,0,1,34.8,52.3,0,0,1,2,54.76,37.4,3.84,1,13.48,0,Low
3786,2025-07-22,CA,Android,Organic,25,1,0,50.0,35.8,1,0,2,4,99.85,51.0,13.44,0,7.66,0,Low
3787,2025-03-06,US,iOS,Ads,47,0,1,36.8,26.4,2,0,5,4,69.49,18.6,5.52,1,4.15,0,Low
3788,2025-01-08,CN,Android,Organic,28,0,1,38.7,55.4,1,0,0,5,117.42,36.6,7.12,0,9.82,0,Low
3789,2025-12-23,US,Android,Organic,59,0,1,24.3,39.5,2,0,0,2,50.59,63.3,10.68,0,2.82,0,Low
3790,2025-04-26,IN,Web,Ads,32,0,1,35.7,45.6,1,0,4,3,114.51,45.9,14.71,1,1.11,0,Low
3791,2025-02-10,US,Android,Organic,23,2,0,9.7,54.1,0,1,1,2,52.48,25.9,4.97,0,9.43,0,Low
3792,2025-03-06,US,Android,Ads,18,3,1,83.0,45.5,2,0,3,4,135.46,57.2,1.13,1,6.52,0,Medium
3793,2025-04-04,US,Android,Referral,42,0,1,66.8,14.9,1,0,1,4,257.35,16.1,8.53,0,6.98,0,Low
3794,2025-08-28,US,Web,Organic,29,0,1,89.2,59.1,1,1,1,4,107.18,33.4,6.46,0,8.48,0,Medium
3795,2025-11-22,US,Android,Organic,38,0,1,65.5,62.7,2,0,2,7,34.94,25.8,8.93,1,5.3,0,Low
3796,2025-04-11,GB,iOS,Ads,52,0,1,50.7,84.1,3,0,1,6,59.55,88.5,11.02,0,4.58,0,High
3797,2025-09-08,US,Android,Ads,37,2,0,5.8,29.5,1,1,1,7,68.0,13.0,13.59,1,5.84,0,Low
3798,2025-01-24,CN,Android,Referral,34,0,1,63.9,67.7,1,0,2,7,147.12,94.3,4.12,1,4.69,0,High
3799,2025-01-04,US,iOS,Organic,42,0,1,69.5,67.6,0,1,0,5,19.86,63.4,11.67,1,8.0,0,Medium
3800,2025-01-21,CN,iOS,Affiliate,38,0,1,24.7,63.3,0,0,2,4,56.17,82.7,6.24,1,6.61,0,Medium
3801,2025-12-03,US,Android,Organic,20,0,1,55.3,45.2,0,0,0,4,28.79,17.2,3.92,1,2.74,0,Low
3802,2025-08-01,GB,Android,Organic,43,1,0,48.0,23.7,0,0,1,2,31.96,48.3,3.27,1,4.15,0,Low
3803,2025-10-21,AU,Android,Organic,31,1,1,44.0,36.2,2,0,1,1,68.34,5.5,15.04,1,5.77,0,Low
3804,2025-01-08,DE,iOS,Organic,45,1,1,55.1,19.6,0,0,2,7,102.48,28.5,41.11,1,8.73,0,Low
3805,2025-01-09,US,iOS,Organic,36,0,1,53.7,11.8,1,0,2,3,49.7,35.9,17.01,1,6.31,0,Low
3806,2025-11-06,BR,Android,Organic,42,0,1,27.3,57.1,2,0,0,4,16.7,47.6,22.39,1,12.4,0,Low
3807,2025-02-07,AU,iOS,Organic,29,1,1,62.7,25.2,2,1,2,3,206.06,52.7,28.21,1,8.51,0,Low
3808,2025-02-26,US,Android,Ads,18,0,1,19.0,2.4,1,0,0,6,76.36,25.2,13.25,1,4.4,0,Low
3809,2025-07-09,HK,Android,Organic,36,0,1,54.0,44.5,3,0,2,1,82.95,70.1,6.85,0,5.27,0,Low
3810,2025-08-10,DE,iOS,Organic,40,2,1,50.5,58.3,0,0,2,6,96.0,15.2,12.12,1,21.01,0,Low
3811,2025-03-25,CN,Android,Organic,26,1,1,31.7,54.6,1,0,1,5,36.65,59.8,14.42,0,5.16,0,Low
3812,2025-06-12,CN,iOS,Ads,29,0,1,67.7,22.3,0,0,4,5,143.39,62.8,82.42,1,2.55,0,Low
3813,2025-09-04,CA,Android,Referral,18,3,1,11.2,30.0,1,0,0,2,71.21,94.8,5.54,1,11.0,0,Low
3814,2025-06-11,US,Android,Organic,30,1,0,50.1,50.3,2,0,0,5,54.91,58.6,3.4,1,5.11,0,Medium
3815,2025-05-20,MX,Android,Referral,20,2,1,48.7,60.1,1,0,2,5,110.31,26.5,22.42,1,4.33,0,Low
3816,2025-01-27,US,Web,Ads,36,1,0,73.7,50.8,1,0,0,8,64.1,0.9,8.31,1,6.99,0,Low
3817,2025-06-14,US,iOS,Referral,34,1,0,57.0,59.5,2,0,2,3,26.72,44.0,10.55,1,7.2,0,Medium
3818,2025-10-21,US,Android,Ads,31,0,1,5.2,38.7,1,0,1,3,49.98,41.9,4.75,1,3.79,0,Low
3819,2025-08-17,CN,iOS,Organic,43,0,1,36.8,50.0,2,0,0,3,321.07,18.3,1.41,0,4.85,0,Low
3820,2025-11-22,IN,Web,Affiliate,33,1,1,74.3,46.4,2,0,1,4,80.61,40.2,15.88,1,4.5,0,Medium
3821,2025-02-16,FR,iOS,Ads,33,1,1,42.2,20.0,1,0,2,2,69.67,47.2,11.13,1,2.28,0,Low
3822,2025-01-05,IN,Android,Affiliate,34,2,1,25.0,6.7,1,0,1,3,105.83,6.2,10.18,1,17.84,0,Low
3823,2025-07-20,GB,iOS,Affiliate,26,0,1,44.1,24.8,1,0,1,4,92.45,42.5,10.57,0,5.0,0,Low
3824,2025-03-07,HK,Android,Ads,40,1,1,75.2,27.3,1,1,1,4,36.17,87.0,18.78,0,6.33,0,Medium
3825,2025-08-05,CN,iOS,Ads,23,0,1,29.7,68.6,1,0,3,2,71.79,27.1,7.37,1,13.63,0,Low
3826,2025-11-26,US,iOS,Organic,35,1,1,26.1,39.6,0,0,0,4,37.33,29.1,2.99,1,4.67,0,Low
3827,2025-05-04,IN,iOS,Ads,42,0,1,40.9,25.2,1,1,0,11,212.37,31.0,15.91,1,1.25,0,Low
3828,2025-07-20,SG,iOS,Ads,22,0,1,33.3,38.1,0,0,2,0,89.11,76.0,6.16,0,6.41,0,Low
3829,2025-09-06,HK,Android,Ads,19,0,1,58.3,46.1,1,1,1,5,88.23,41.0,39.95,0,5.94,0,Low
3830,2025-02-24,SG,Android,Organic,22,2,1,38.7,33.2,0,0,5,3,79.33,62.1,1.38,1,9.92,0,Low
3831,2025-11-24,FR,iOS,Referral,47,1,0,51.3,30.3,1,0,2,2,42.97,63.2,21.17,1,9.28,0,Low
3832,2025-03-16,US,Web,Organic,26,0,1,74.3,34.0,1,1,2,5,304.55,69.3,8.54,1,19.34,0,Medium
3833,2025-10-23,AU,Android,Organic,20,1,1,27.9,46.2,0,0,1,2,84.72,85.7,8.73,1,3.64,0,Low
3834,2025-08-29,AU,iOS,Organic,34,1,1,63.7,38.4,0,0,5,6,41.72,17.4,17.55,1,3.06,0,Low
3835,2025-02-21,BR,Android,Organic,18,0,1,61.3,32.5,0,0,1,3,55.54,37.6,6.9,1,5.8,0,Low
3836,2025-09-22,US,Android,Organic,22,0,1,22.7,26.6,0,1,0,4,106.44,38.6,35.44,0,1.52,0,Low
3837,2025-03-13,US,Android,Organic,44,2,0,69.8,48.6,1,0,0,2,104.44,41.2,12.33,0,2.91,0,Low
3838,2025-08-07,SG,Android,Organic,22,0,1,22.9,34.1,1,0,0,1,60.71,76.7,6.16,1,7.26,0,Low
3839,2025-12-17,BR,Android,Organic,29,0,1,18.8,53.3,5,0,1,4,45.92,61.7,8.71,1,1.47,0,Low
3840,2025-12-14,MX,Web,Organic,34,0,1,29.9,73.4,2,0,0,4,77.36,58.6,5.34,1,4.57,0,Medium
3841,2025-11-15,GB,Android,Referral,34,0,1,30.5,19.6,2,0,1,6,39.26,56.9,16.49,0,3.54,0,Low
3842,2025-06-30,US,Web,Ads,26,0,1,38.8,37.1,1,0,1,3,40.44,40.6,7.73,1,15.08,0,Low
3843,2025-07-24,US,Android,Organic,36,0,1,25.1,10.0,1,0,2,5,37.82,79.9,7.81,1,7.59,0,Low
3844,2025-04-20,CA,Android,Ads,44,0,1,55.2,37.1,2,0,0,4,40.7,50.1,2.75,0,3.89,0,Low
3845,2025-12-03,US,Android,Ads,21,0,1,42.7,79.7,0,0,1,3,31.07,40.3,2.63,1,2.67,0,Medium
3846,2025-06-24,GB,Android,Ads,27,0,1,48.3,53.9,0,0,0,5,40.5,11.3,12.09,1,5.42,0,Low
3847,2025-10-09,BR,iOS,Organic,30,0,0,57.2,28.6,1,0,1,5,42.18,79.8,11.96,0,7.11,0,Medium
3848,2025-05-12,CN,iOS,Ads,37,0,0,72.4,51.2,1,0,2,0,66.13,29.1,4.91,0,10.61,1,Medium
3849,2025-09-28,CN,iOS,Organic,31,1,1,37.2,19.4,0,0,3,2,37.54,36.7,14.88,0,3.53,0,Low
3850,2025-03-23,US,iOS,Organic,30,1,0,33.9,19.4,2,0,1,1,244.09,29.3,8.74,1,7.25,0,Low
3851,2025-09-25,US,Web,Referral,18,0,1,59.4,55.1,0,0,1,7,51.36,59.5,3.17,1,6.48,0,Medium
3852,2025-01-17,AU,Android,Organic,21,0,1,67.6,35.7,1,0,4,4,16.62,13.3,25.51,0,17.8,0,Low
3853,2025-02-08,CN,iOS,Organic,33,0,1,46.4,37.5,0,0,2,5,70.99,26.9,7.44,1,6.74,0,Low
3854,2025-05-09,US,Android,Organic,26,0,1,46.3,41.0,2,0,3,4,115.31,40.7,4.86,1,8.96,1,Low
3855,2025-06-25,US,iOS,Ads,28,0,1,41.2,36.9,0,1,1,2,46.21,22.0,3.65,1,0.85,0,Low
3856,2025-09-17,US,Android,Organic,30,1,0,33.9,68.1,0,0,2,4,80.12,61.3,7.01,0,5.86,0,Medium
3857,2025-05-12,CA,Web,Organic,52,2,1,37.9,12.8,4,0,1,5,103.58,49.3,7.6,1,2.76,0,Low
3858,2025-01-07,GB,iOS,Organic,27,0,1,43.5,25.9,0,1,3,1,121.48,38.0,3.62,0,5.05,0,Low
3859,2025-04-29,SG,Android,Organic,43,0,1,56.9,46.5,1,0,2,6,63.04,14.8,2.51,1,4.33,0,Low
3860,2025-06-10,SG,Web,Organic,43,2,1,60.1,18.7,1,0,3,3,73.86,87.9,18.02,1,4.41,0,Low
3861,2025-07-18,US,Android,Organic,38,0,1,28.5,26.8,1,1,1,3,82.38,29.3,5.58,1,9.19,0,Low
3862,2025-08-24,SG,Web,Organic,23,2,0,46.1,59.2,2,0,3,7,62.64,44.6,11.21,1,25.79,0,Low
3863,2025-04-01,US,Android,Organic,32,1,1,32.1,25.1,3,0,3,6,75.56,10.1,5.41,0,6.47,0,Low
3864,2025-08-11,IN,iOS,Referral,27,2,1,40.4,58.4,0,1,3,2,157.51,23.0,19.62,0,3.79,0,Low
3865,2025-08-19,US,Android,Ads,49,1,1,47.3,15.1,2,0,1,4,99.5,41.9,1.8,1,10.48,0,Low
3866,2025-10-11,HK,iOS,Organic,35,0,1,62.3,83.1,0,0,1,4,14.83,29.0,2.47,1,16.44,0,Medium
3867,2025-07-10,US,Android,Organic,29,1,0,42.5,55.6,1,0,2,1,43.54,36.3,11.48,1,6.62,0,Low
3868,2025-10-23,FR,Android,Ads,47,0,1,53.0,56.1,2,0,1,4,31.89,60.7,9.96,1,9.46,0,Medium
3869,2025-03-22,US,iOS,Ads,28,1,1,25.8,34.2,1,0,0,4,67.26,28.2,1.64,1,9.15,0,Low
3870,2025-09-17,IN,Android,Organic,36,0,1,24.6,42.2,3,0,1,4,66.74,59.8,27.36,1,3.72,0,Low
3871,2025-01-17,US,Android,Organic,37,1,0,40.3,96.0,1,0,1,7,31.12,76.8,34.64,0,15.18,0,Medium
3872,2025-02-07,FR,Web,Ads,34,0,1,100.0,20.1,1,0,1,6,111.75,2.5,8.42,1,3.03,0,Low
3873,2025-11-12,CA,Android,Organic,30,0,1,30.8,30.7,3,1,0,2,292.62,31.4,11.3,0,9.6,0,Low
